City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Maxixe,MZ,2022-07-29 02:04:35,-23.8597,35.3472,59.56,83,8,5.39
296,Eureka,US,2022-07-29 02:00:51,40.8021,-124.1637,67.19,84,66,1.01
297,Gobabis,NA,2022-07-29 02:04:35,-22.45,18.9667,56.34,34,88,8.28
298,Fengxian,CN,2022-07-29 02:04:36,34.7039,116.5872,82.47,75,26,3.13
299,Niles,US,2022-07-29 02:02:19,42.0189,-87.8028,75.15,59,40,6.91
300,Harlingen,US,2022-07-29 02:00:11,26.1906,-97.6961,86.05,87,23,14.9
301,Kiunga,PG,2022-07-29 02:04:37,-6.1219,141.2906,77.47,95,97,4.72
302,Esperance,AU,2022-07-29 02:04:37,-33.8667,121.9,63.9,73,93,15.05
303,Senador Jose Porfirio,BR,2022-07-29 02:04:38,-2.5908,-51.9542,79.92,66,98,2.42
304,Shellbrook,CA,2022-07-29 02:04:38,53.2168,-106.4011,72.07,61,0,3.71
305,Jacqueville,CI,2022-07-29 02:04:38,5.2052,-4.4146,75.87,75,44,15.3
306,Cayenne,GF,2022-07-29 02:00:55,4.9333,-52.3333,76.08,1,100,2.3
307,Salym,RU,2022-07-29 02:04:39,60.0625,71.4789,60.8,69,100,7.4
308,Pacifica,US,2022-07-29 01:59:56,37.6138,-122.4869,71.91,93,100,10.36
309,Uchiza,PE,2022-07-29 02:04:40,-8.4592,-76.4633,71.58,80,11,3.0
310,Lagos,NG,2022-07-29 02:03:22,6.5833,3.75,74.5,87,100,4.18
311,Half Moon Bay,US,2022-07-29 02:02:02,37.4636,-122.4286,73.87,82,100,18.41
312,Freeport,US,2022-07-29 02:04:41,40.6576,-73.5832,84.18,70,100,11.5
313,Sychevka,RU,2022-07-29 02:04:41,55.8252,34.2736,50.02,92,0,6.15
314,Compostela,PH,2022-07-29 02:04:42,7.6731,126.0889,84.92,73,100,3.29
315,Trelew,AR,2022-07-29 02:04:42,-43.249,-65.3051,47.95,51,0,21.52
316,Geraldton,AU,2022-07-29 02:04:43,-28.7667,114.6,63.01,94,40,8.05
317,Bahia Honda,CU,2022-07-29 02:04:43,22.9036,-83.1592,79.95,85,1,12.33
318,Nelson Bay,AU,2022-07-29 02:01:21,-32.7167,152.15,62.01,54,18,10.0
319,Ambon,ID,2022-07-29 02:03:35,-3.6954,128.1814,78.94,89,40,5.75
320,Alampur,IN,2022-07-29 02:04:44,15.8833,78.15,82.65,69,6,6.51
321,Tyukhtet,RU,2022-07-29 02:04:44,56.5389,89.3011,66.67,69,98,3.11
322,Sisimiut,GL,2022-07-29 02:04:45,66.9395,-53.6735,42.28,89,100,4.76
323,Virginia Beach,US,2022-07-29 02:04:31,36.8529,-75.978,90.01,72,75,6.91
324,Shangqiu,CN,2022-07-29 02:10:19,34.45,115.65,82.78,71,3,5.23
325,Kahului,US,2022-07-29 02:10:21,20.8947,-156.47,84.22,54,40,19.57
326,Omsukchan,RU,2022-07-29 02:10:21,62.5333,155.8,51.31,69,100,6.42
327,Birzai,LT,2022-07-29 02:10:22,56.2,24.75,48.76,96,0,6.13
328,Mayo,US,2022-07-29 02:07:05,38.8876,-76.5119,78.98,89,40,5.75
329,Codrington,AU,2022-07-29 02:10:23,-38.2667,141.9667,53.06,58,27,2.64
330,Salinas,US,2022-07-29 02:06:14,36.6777,-121.6555,73.99,76,100,13.8
331,Saint-Leu,RE,2022-07-29 02:10:23,-21.15,55.2833,65.68,74,14,4.79
332,Fairbanks,US,2022-07-29 02:10:12,64.8378,-147.7164,67.48,49,40,9.22
333,Morant Bay,JM,2022-07-29 02:10:24,17.8815,-76.4093,78.71,81,43,8.23
334,Leningradskiy,RU,2022-07-29 02:08:13,69.3833,178.4167,43.41,73,77,9.8
335,Yurimaguas,PE,2022-07-29 02:10:25,-5.9,-76.0833,75.61,76,25,1.16
336,Oranjemund,NA,2022-07-29 02:10:25,-28.55,16.4333,56.44,71,100,8.93
337,Waingapu,ID,2022-07-29 02:10:26,-9.6567,120.2641,82.18,54,89,15.95
338,Vanimo,PG,2022-07-29 02:10:26,-2.6741,141.3028,84.18,70,83,8.48
339,Hauterive,FR,2022-07-29 02:10:27,46.0901,3.4459,63.36,67,100,2.86
340,Tagusao,PH,2022-07-29 02:10:27,9.1924,117.8141,85.68,70,97,7.96
341,Jieshi,CN,2022-07-29 02:10:28,22.8134,115.8257,87.13,70,16,4.29
342,Rocha,UY,2022-07-29 02:09:51,-34.4833,-54.3333,49.15,81,100,20.56
343,Muroto,JP,2022-07-29 02:10:28,33.2833,134.15,82.11,82,50,15.59
344,Vila Franca Do Campo,PT,2022-07-29 02:10:29,37.7167,-25.4333,72.01,91,12,4.32
345,Hwange,ZW,2022-07-29 02:10:29,-18.3693,26.5019,57.27,40,0,3.98
346,Bambous Virieux,MU,2022-07-29 02:10:30,-20.3428,57.7575,67.21,73,8,12.82
347,Machaneng,BW,2022-07-29 02:10:30,-23.1862,27.4886,53.17,64,0,6.82
348,Roseburg,US,2022-07-29 02:10:30,43.2165,-123.3417,98.71,35,0,6.91
349,Mortka,RU,2022-07-29 02:10:31,59.3322,66.0214,60.24,69,72,6.96
350,Portland,US,2022-07-29 02:10:22,45.5234,-122.6762,97.38,47,20,9.22
351,Uruzgan,AF,2022-07-29 02:10:32,32.8333,66.0,76.57,61,6,3.69
352,Nador,MA,2022-07-29 02:10:32,35.174,-2.9287,75.45,64,0,2.3
353,Cumberland,US,2022-07-29 02:10:32,35.0502,-78.8664,89.87,63,0,12.66
354,Irece,BR,2022-07-29 02:10:33,-11.3042,-41.8558,65.28,72,0,8.81
355,Chuy,UY,2022-07-29 02:08:09,-33.6971,-53.4616,48.88,80,100,14.54
356,Byron Bay,AU,2022-07-29 02:06:55,-28.65,153.6167,67.71,55,0,1.68
357,Laguna,US,2022-07-29 02:08:23,38.421,-121.4238,97.93,43,0,12.66
358,Buin,CL,2022-07-29 02:10:34,-33.7333,-70.75,61.88,42,0,2.64
359,Svarychiv,UA,2022-07-29 02:10:34,48.9622,24.1966,56.26,90,37,2.89
360,Chiang Rai,TH,2022-07-29 02:10:35,19.9167,99.9167,88.99,81,100,1.01
361,Zaraza,VE,2022-07-29 02:10:35,9.3503,-65.3245,74.73,92,32,4.68
362,Vanavara,RU,2022-07-29 02:10:36,60.34,102.2797,64.63,89,98,7.29
363,Caceres,ES,2022-07-29 02:10:37,39.522,-6.3748,68.56,61,0,3.76
364,Barcelos,PT,2022-07-29 02:12:16,41.5388,-8.6151,64.92,91,0,4.16
365,Florence,IT,2022-07-29 02:12:16,43.7667,11.25,76.53,79,0,1.14
366,Darnah,LY,2022-07-29 02:12:17,32.767,22.6367,78.04,80,0,14.09
367,Abonnema,NG,2022-07-29 02:12:17,4.7084,6.7931,72.88,93,100,3.69
368,Catabola,AO,2022-07-29 02:12:17,-12.15,17.2833,54.19,34,99,2.64
369,Karasburg,NA,2022-07-29 02:13:37,-28.0167,18.75,43.32,81,95,6.13
370,Emba,KZ,2022-07-29 02:13:37,48.8264,58.1442,71.6,51,21,4.07
371,Samagaltay,RU,2022-07-29 02:13:38,50.6022,95.0047,63.21,39,89,0.51
372,San Cristobal,VE,2022-07-29 02:13:38,7.7669,-72.225,66.38,96,99,1.61
373,Bathsheba,BB,2022-07-29 02:13:38,13.2167,-59.5167,81.21,84,20,14.97
374,Sibolga,ID,2022-07-29 02:13:39,1.7427,98.7792,75.36,96,100,0.92
375,Ostersund,SE,2022-07-29 02:13:39,63.1792,14.6357,46.85,87,14,8.01
376,Torbay,CA,2022-07-29 02:13:40,47.6666,-52.7314,54.75,93,100,12.66
377,Edelira,PY,2022-07-29 02:13:40,-26.75,-55.2667,57.61,95,100,7.56
378,Sabang,ID,2022-07-29 02:13:41,5.8933,95.3214,79.12,87,100,25.19
379,Mitsamiouli,KM,2022-07-29 02:13:41,-11.3847,43.2844,75.76,70,48,6.87
380,Liepaja,LV,2022-07-29 02:13:42,56.5419,21.0367,42.78,100,0,1.14
381,Mantua,IT,2022-07-29 02:13:42,45.1667,10.7833,74.34,79,53,1.01
382,Nouadhibou,MR,2022-07-29 02:13:42,20.931,-17.0347,71.85,81,4,17.22
383,Barnstaple,GB,2022-07-29 02:13:43,51.0802,-4.0581,56.98,95,40,3.2
384,Ayagoz,KZ,2022-07-29 02:13:43,47.9714,80.4392,79.39,31,96,16.37
385,Urzhum,RU,2022-07-29 02:13:44,57.1141,49.9996,59.65,84,2,4.79
386,Bousso,TD,2022-07-29 02:13:44,10.4795,16.7117,73.51,92,100,4.34
387,Akdagmadeni,TR,2022-07-29 02:13:45,39.6603,35.8836,54.88,76,0,3.62
388,Luanda,AO,2022-07-29 02:13:16,-8.8368,13.2343,67.24,92,50,6.04
389,Kenora,CA,2022-07-29 02:09:05,49.8167,-94.4337,55.98,89,71,4.54
390,Terrace,CA,2022-07-29 02:12:26,54.5163,-128.6035,88.81,46,1,0.98
391,Garowe,SO,2022-07-29 02:13:46,8.4054,48.4845,72.84,70,29,22.88
392,Goderich,CA,2022-07-29 02:13:35,43.7501,-81.7165,72.91,79,32,11.12
393,Sohag,EG,2022-07-29 02:13:47,26.557,31.6948,84.61,19,48,6.91
394,Karasjok,NO,2022-07-29 02:13:48,69.4719,25.5112,46.94,85,87,0.78
395,Watertown,US,2022-07-29 02:10:27,42.3709,-71.1828,79.92,85,75,9.22
396,Orkney,ZA,2022-07-29 02:13:49,-26.9802,26.6727,53.51,47,0,12.01
397,Binzhou,CN,2022-07-29 02:13:39,37.3667,118.0167,79.86,78,100,4.85
398,Mount Gambier,AU,2022-07-29 02:13:50,-37.8333,140.7667,52.95,59,29,2.68
399,Asyut,EG,2022-07-29 02:13:50,27.181,31.1837,83.17,19,57,5.28
400,Mhlambanyatsi,SZ,2022-07-29 02:13:51,-26.45,31.0167,46.2,95,4,4.25
401,Itoman,JP,2022-07-29 02:13:52,26.1247,127.6694,89.98,68,40,10.36
402,Urbino,IT,2022-07-29 02:13:53,43.7298,12.6356,71.13,86,1,4.41
403,Karratha,AU,2022-07-29 02:13:53,-20.7377,116.8463,76.3,29,41,13.69
404,Santa Cruz De La Palma,ES,2022-07-29 02:13:53,28.6835,-17.7642,73.54,78,100,19.57
405,Darhan,MN,2022-07-29 02:13:54,49.4867,105.9228,64.53,63,32,2.66
406,Sragen,ID,2022-07-29 02:13:54,-7.4264,111.0222,81.48,68,99,2.21
407,Abu Samrah,SY,2022-07-29 02:13:55,35.3029,37.1841,78.37,31,0,5.88
408,Muros,ES,2022-07-29 02:13:55,42.7762,-9.0603,66.09,84,57,3.33
409,Guerrero Negro,MX,2022-07-29 02:13:56,27.9769,-114.0611,70.48,76,24,14.5
410,Bijie,CN,2022-07-29 02:13:56,27.3125,105.2942,73.58,77,0,3.69
411,Ilulissat,GL,2022-07-29 02:13:56,69.2167,-51.1,51.82,43,75,14.97
412,Vao,NC,2022-07-29 02:13:57,-22.6667,167.4833,69.49,65,33,12.19
413,Honiara,SB,2022-07-29 02:13:57,-9.4333,159.95,87.08,61,81,6.38
414,Korhogo,CI,2022-07-29 02:13:58,9.45,-5.6333,68.94,97,89,5.57
415,Luquillo,PR,2022-07-29 02:15:12,18.3725,-65.7166,82.02,81,19,10.98
416,Faanui,PF,2022-07-29 02:15:12,-16.4833,-151.75,79.23,74,5,20.83
417,Shiyan,CN,2022-07-29 02:15:12,32.6475,110.7781,85.41,66,42,5.37
418,Havre,FR,2022-07-29 02:15:13,49.5833,0.3333,61.2,77,0,2.3
419,Burnie,AU,2022-07-29 02:15:13,-41.0667,145.9167,48.94,60,77,8.63
420,Saint-Francois,FR,2022-07-29 02:15:14,46.4154,3.9054,62.04,72,0,0.0
421,Dafeng,CN,2022-07-29 02:15:15,23.4517,108.5881,89.01,58,100,1.97
422,Casablanca,MA,2022-07-29 02:10:27,33.5928,-7.6192,75.33,78,3,8.99
423,Kidal,ML,2022-07-29 02:15:15,18.4411,1.4078,78.01,61,100,20.89
424,Vila Velha,BR,2022-07-29 02:13:59,-20.3297,-40.2925,71.55,84,0,5.75
425,Batagay-Alyta,RU,2022-07-29 02:12:19,67.8006,130.4114,82.65,38,11,5.46
426,Cicero Dantas,BR,2022-07-29 02:15:16,-10.6,-38.3833,64.13,97,80,3.78
427,Abengourou,CI,2022-07-29 02:15:17,6.7297,-3.4964,67.59,95,59,3.65
428,Lugovskoy,RU,2022-07-29 02:15:28,56.9585,64.529,58.06,81,35,8.97
429,Wichian Buri,TH,2022-07-29 02:15:28,15.6578,101.106,85.01,71,56,4.18
430,Flinders,AU,2022-07-29 02:15:29,-34.5833,150.8552,61.18,44,1,7.0
431,Rafsanjan,IR,2022-07-29 02:15:29,30.4067,55.9939,77.05,62,100,0.92
432,Tres Arroyos,AR,2022-07-29 02:15:30,-38.3739,-60.2798,40.15,73,5,7.07
433,Airai,TL,2022-07-29 02:15:31,-8.9266,125.4092,68.52,42,52,4.52
434,Rehoboth,NA,2022-07-29 02:15:31,-23.3167,17.0833,53.28,32,2,7.05
435,Sola,VU,2022-07-29 02:15:32,-13.8833,167.55,80.1,78,100,12.24
436,Nyagan,RU,2022-07-29 02:15:32,62.1406,65.3936,64.29,55,2,2.1
437,Mount Vernon,US,2022-07-29 02:13:52,40.9126,-73.8371,83.84,70,75,7.0
438,Cocobeach,GA,2022-07-29 02:15:33,1.0002,9.5823,74.86,84,99,10.27
439,Norden,DE,2022-07-29 02:15:33,53.6,7.2,58.95,74,100,10.87
440,Keene,US,2022-07-29 02:15:33,42.9337,-72.2781,74.68,96,40,0.0
441,General Jose Eduvigis Diaz,PY,2022-07-29 02:15:34,-27.1667,-58.4167,54.09,87,100,10.22
442,Carmen,MX,2022-07-29 02:15:35,18.6333,-91.8333,82.76,81,37,18.45
443,Sistranda,NO,2022-07-29 02:15:35,63.7256,8.834,53.56,74,62,12.1
444,Cuiluan,CN,2022-07-29 02:15:35,47.72,128.648,74.93,89,100,3.11
445,Belaya Gora,RU,2022-07-29 02:15:36,68.5333,146.4167,63.99,33,98,13.35
446,Ust-Tsilma,RU,2022-07-29 02:15:36,65.441,52.1498,67.08,87,26,4.9
447,Leh,IN,2022-07-29 02:15:37,34.1667,77.5833,58.62,72,98,2.24
448,Tiksi,RU,2022-07-29 02:15:37,71.6872,128.8694,51.98,83,99,7.92
449,Camopi,GF,2022-07-29 02:15:38,3.1655,-52.3158,71.51,99,99,2.21
450,Khasan,RU,2022-07-29 02:15:38,42.4308,130.6434,74.08,89,100,9.57
451,Snihurivka,UA,2022-07-29 02:15:38,47.0758,32.8052,69.76,63,88,11.39
452,Saint-Pierre,RE,2022-07-29 02:15:39,-21.3393,55.4781,65.28,73,0,6.91
453,Korla,CN,2022-07-29 02:15:39,41.7597,86.1469,83.79,30,99,13.0
454,Ipswich,GB,2022-07-29 02:15:40,52.0592,1.1555,62.02,88,56,5.75
455,Tocopilla,CL,2022-07-29 02:15:40,-22.092,-70.1979,62.6,67,22,11.43
456,Mutsu,JP,2022-07-29 02:15:41,41.2894,141.2169,80.35,69,100,0.74
457,Petropavlovsk-Kamchatskiy,RU,2022-07-29 02:15:41,53.0452,158.6483,73.99,43,40,6.71
458,Yar-Sale,RU,2022-07-29 02:17:50,66.8333,70.8333,67.39,58,88,8.63
459,Bubaque,GW,2022-07-29 02:17:51,11.2833,-15.8333,79.09,83,21,16.93
460,Angoche,MZ,2022-07-29 02:17:51,-16.2325,39.9086,67.93,82,0,9.35
461,Ellisras,ZA,2022-07-29 02:17:53,-23.6649,27.7443,52.18,74,0,4.85
462,Yushala,RU,2022-07-29 02:17:53,57.0761,64.2601,57.72,80,28,8.52
463,Kulhudhuffushi,MV,2022-07-29 02:17:54,6.6221,73.07,79.9,81,100,17.54
464,Vydrino,RU,2022-07-29 02:17:55,51.485,104.8461,56.44,80,81,3.47
465,Skjervoy,NO,2022-07-29 02:17:55,70.0311,20.9714,46.4,76,100,4.72
466,Vryburg,ZA,2022-07-29 02:17:56,-26.9566,24.7284,56.53,39,55,16.8
467,Okitipupa,NG,2022-07-29 02:17:56,6.5047,4.7839,71.69,98,100,2.82
468,Coahuayana,MX,2022-07-29 02:15:52,18.7333,-103.6833,77.54,87,100,0.98
469,Iqaluit,CA,2022-07-29 02:17:57,63.7506,-68.5145,51.53,66,100,0.0
470,Arai,JP,2022-07-29 02:17:57,37.0167,138.25,93.61,61,7,4.27
471,Samana,DO,2022-07-29 02:15:32,19.2056,-69.3369,76.91,87,5,7.9
472,Bowen,AU,2022-07-29 02:17:58,-20.0167,148.2333,68.9,58,86,13.09
473,Hami,CN,2022-07-29 02:17:19,42.8,93.45,92.3,13,100,15.03
474,Cacule,BR,2022-07-29 02:17:59,-14.5033,-42.2222,63.25,68,0,2.93
475,Eyl,SO,2022-07-29 02:17:59,7.9803,49.8164,75.61,78,75,19.69
476,Tongchuan,CN,2022-07-29 02:17:59,35.0806,109.0897,79.68,57,0,6.24
477,Tabou,CI,2022-07-29 02:18:00,4.423,-7.3528,73.85,75,64,7.83
478,Matay,EG,2022-07-29 02:18:00,28.419,30.7792,79.63,37,60,10.94
479,Beringovskiy,RU,2022-07-29 02:18:02,63.05,179.3167,48.92,79,100,13.0
480,Solnechnyy,RU,2022-07-29 02:17:27,50.7214,136.6319,80.76,64,100,5.21
481,Modasa,IN,2022-07-29 02:18:03,23.4667,73.3,80.1,85,100,7.58
482,Agadez,NE,2022-07-29 02:13:21,19.75,10.25,89.62,24,100,3.0
483,Marzuq,YE,2022-07-29 02:18:04,14.4,46.4667,80.49,50,72,5.41
484,Wilmington,US,2022-07-29 02:15:01,34.2257,-77.9447,82.9,80,0,11.5
485,Mkushi,ZM,2022-07-29 02:18:04,-13.6202,29.3939,51.44,71,26,5.93
486,Mwinilunga,ZM,2022-07-29 02:18:06,-11.7358,24.4293,52.95,55,39,4.21
487,Den Helder,NL,2022-07-29 02:18:06,52.9599,4.7593,62.58,72,100,14.0
488,Ngunguru,NZ,2022-07-29 02:18:07,-35.6167,174.5,60.64,61,23,9.4
489,Kabinda,CD,2022-07-29 02:18:07,-6.1333,24.4833,67.33,37,63,3.13
490,Lagoa,PT,2022-07-29 02:17:48,39.05,-27.9833,71.44,79,0,2.3
491,Bobcaygeon,CA,2022-07-29 02:18:08,44.5462,-78.542,66.88,72,18,6.06
492,Boueni,YT,2022-07-29 02:18:08,-12.9025,45.0761,69.78,72,22,7.67
493,Buchanan,LR,2022-07-29 02:18:09,5.8808,-10.0467,73.83,74,55,7.9
494,Dubbo,AU,2022-07-29 02:14:33,-32.25,148.6167,57.33,51,46,8.05
495,Sechura,PE,2022-07-29 02:18:10,-5.5569,-80.8222,62.42,84,4,14.92
496,Marfino,RU,2022-07-29 02:18:10,55.7028,37.3822,58.95,84,0,6.71
497,Babaeski,TR,2022-07-29 02:18:10,41.4325,27.0931,68.61,81,0,7.11
498,Tongeren,BE,2022-07-29 02:18:11,50.7805,5.4648,64.06,67,0,8.05
499,Dudinka,RU,2022-07-29 02:18:11,69.4058,86.1778,61.63,56,0,5.99
500,Milazzo,IT,2022-07-29 02:18:12,38.2212,15.2383,81.82,78,0,4.0
501,Samastipur,IN,2022-07-29 02:18:12,25.85,85.7833,87.33,64,99,2.91
502,Santiago,CL,2022-07-29 02:15:25,-33.4569,-70.6483,51.26,73,0,5.75
503,Komsomolskiy,UZ,2022-07-29 02:17:18,40.4272,71.7189,88.52,16,87,20.71
504,Merritt Island,US,2022-07-29 02:18:13,28.5392,-80.672,85.08,76,0,11.5
505,Omboue,GA,2022-07-29 02:18:14,-1.5746,9.2618,70.34,86,37,6.15
506,Tashara,RU,2022-07-29 02:20:25,55.5195,83.5094,68.58,65,36,8.75
507,Namtsy,RU,2022-07-29 02:20:25,62.7161,129.6658,88.75,35,5,4.34
508,Namibe,AO,2022-07-29 02:17:37,-15.1961,12.1522,59.95,83,57,7.81
509,Makakilo City,US,2022-07-29 02:18:02,21.3469,-158.0858,84.52,57,40,10.36
510,Northam,GB,2022-07-29 02:20:26,51.0333,-4.2167,56.39,94,53,3.71
511,Khani,GE,2022-07-29 02:20:26,41.9563,42.9566,56.77,89,1,3.58
512,Nishihara,JP,2022-07-29 02:20:27,26.1842,127.7558,89.26,72,75,12.66
513,Sundargarh,IN,2022-07-29 02:20:27,22.1167,84.0333,83.7,72,86,4.29
514,Antofagasta,CL,2022-07-29 02:20:28,-23.65,-70.4,56.48,81,66,7.87
515,Oktyabrskiy,RU,2022-07-29 02:20:28,54.4815,53.471,56.52,82,1,4.61
516,Jaranwala,PK,2022-07-29 02:20:29,31.3333,73.4333,80.38,89,100,3.8
517,Brazzaville,CG,2022-07-29 02:20:29,-4.2658,15.2832,68.36,83,34,3.44
518,Reichenbach,DE,2022-07-29 02:20:30,48.7101,9.4643,65.95,91,0,3.44
519,Stornoway,GB,2022-07-29 02:20:30,58.2093,-6.3865,49.93,100,11,0.0
520,Wukari,NG,2022-07-29 02:20:31,7.85,9.7833,70.84,96,100,7.0
521,Mizan Teferi,ET,2022-07-29 02:20:32,6.9833,35.5833,61.02,89,93,1.99
522,Moose Factory,CA,2022-07-29 02:20:32,51.2585,-80.6094,60.78,94,100,6.91
523,Novoagansk,RU,2022-07-29 02:20:33,61.9449,76.6625,63.28,62,6,8.88
524,Kampene,CD,2022-07-29 02:20:33,-3.6,26.6667,66.74,97,100,2.1
525,Ust-Kut,RU,2022-07-29 02:20:33,56.7938,105.7672,57.72,97,100,4.59
526,Nyurba,RU,2022-07-29 02:20:34,63.2842,118.3319,82.99,50,0,9.64
527,Dosso,NE,2022-07-29 02:20:34,13.049,3.1937,78.76,77,100,8.95
528,Okhotsk,RU,2022-07-29 02:20:35,59.3833,143.3,66.02,74,35,6.6
529,Ketchikan,US,2022-07-29 02:19:29,55.3422,-131.6461,75.67,60,0,10.36
530,Vostok,RU,2022-07-29 02:20:35,46.4856,135.8833,85.39,52,100,0.54
531,Port Lincoln,AU,2022-07-29 02:20:36,-34.7333,135.8667,56.53,71,99,15.23
532,Sovetskiy,RU,2022-07-29 02:19:17,61.3614,63.5842,64.04,54,0,2.24
533,Moron,AR,2022-07-29 02:20:17,-34.6534,-58.6198,51.55,74,0,9.71
534,Ustka,PL,2022-07-29 02:20:37,54.5805,16.8619,54.7,90,5,6.46
535,Arman,RU,2022-07-29 02:20:37,59.7,150.1667,59.02,89,100,6.76
536,North Platte,US,2022-07-29 02:17:15,41.1239,-100.7654,73.11,70,100,5.01
537,Banes,CU,2022-07-29 02:20:38,20.9625,-75.7186,76.77,85,94,8.84
538,Richards Bay,ZA,2022-07-29 02:20:39,-28.783,32.0377,63.9,87,1,14.76
539,Egra,CZ,2022-07-29 02:20:39,50.0796,12.3739,63.28,66,100,4.03
540,Port Keats,AU,2022-07-29 02:20:39,-14.25,129.55,84.76,31,54,8.48
541,Wasco,US,2022-07-29 02:20:40,35.5941,-119.341,100.94,20,0,6.91
542,San Quintin,MX,2022-07-29 02:20:40,30.4833,-115.95,69.51,79,13,9.62
543,Grajau,BR,2022-07-29 02:20:41,-5.8194,-46.1386,76.39,46,4,2.73
544,Haines Junction,CA,2022-07-29 02:20:42,60.7522,-137.5108,64.35,48,99,3.44
545,Ankang,CN,2022-07-29 02:20:42,32.68,109.0172,83.88,59,0,2.33
546,Elko,US,2022-07-29 02:15:54,41.0002,-115.5012,89.74,14,62,10.0
547,Libenge,CD,2022-07-29 02:20:43,3.65,18.6333,69.42,98,100,2.39
548,Davila,PH,2022-07-29 02:20:43,18.4726,120.5763,87.78,73,33,4.41
549,Goundam,ML,2022-07-29 02:20:43,16.4145,-3.6708,80.37,71,43,23.13
550,Zhezkazgan,KZ,2022-07-29 02:21:44,47.8043,67.7144,66.18,68,0,13.42
551,Manbij,SY,2022-07-29 02:21:44,36.5281,37.9549,80.46,34,0,8.77
552,Peringat,MY,2022-07-29 02:21:45,6.0333,102.2833,85.95,66,20,5.75
553,Sao Joao Da Barra,BR,2022-07-29 02:20:33,-21.6403,-41.0511,70.11,86,1,16.13
554,Sarangani,PH,2022-07-29 02:21:45,5.4033,125.4636,83.19,74,100,5.39
555,Ranong,TH,2022-07-29 02:21:46,9.9658,98.6348,84.13,80,42,1.19
556,Ust-Nera,RU,2022-07-29 02:21:46,64.5667,143.2,71.08,36,100,5.44
557,Katobu,ID,2022-07-29 02:21:47,-4.9408,122.5276,83.26,60,70,10.16
558,Shenjiamen,CN,2022-07-29 02:21:47,29.9576,122.298,83.52,78,4,8.57
559,Dandong,CN,2022-07-29 02:21:48,40.1292,124.3947,81.55,77,52,14.25
